chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,genre
0.4171802,0.083849095,0.11573668,0.0025111786,3256.8245922155297,388583.5026866976,2898.2479074691846,93275.68712591108,6681.488136238399,1590227.9808376483,0.17375184285576178,0.0027882432241325603,123.046875,-66.57301,2426.2607,58.33059,335.81177,-8.167375,258.99298,15.471976,235.30678,5.5654945,141.88387,7.68508,120.560326,4.063464,85.58052,-3.5938892,93.1177,-1.3324877,70.54626,1.6080923,50.671444,-5.4819927,50.925922,-3.7419508,65.34366,-3.2483392,43.497204,-1.3407207,34.83001,-3.4400048,64.40546,-1.1899524,46.89881,-4.3770537,38.71729,-3.651327,49.481274,-2.0903535,55.316196,-0.31238148,57.221195,disco
0.42975032,0.07804853,0.10029263,0.0010042356,2128.9326624957384,326430.22614318086,2108.8986956936055,157527.87897755302,4423.058147386166,1696889.9645400413,0.11182509184068058,0.0016580691176932148,129.19921875,-114.935326,2974.1992,113.476944,617.90533,-29.819765,445.00726,42.611168,134.02733,-10.305927,111.0797,26.97817,83.9275,-14.481592,78.965515,21.235636,59.983288,-17.643864,73.3728,17.091944,46.671494,-13.474372,65.56092,8.586038,39.583748,-11.412158,47.17631,6.210182,47.04386,-10.888187,43.413124,3.6530793,37.090675,-10.314117,38.484943,0.569395,42.171764,-4.152319,62.85739,3.4732628,61.314556,disco
0.4529953,0.086779214,0.08474546,0.001775811,2292.343238788746,429166.82802754396,2348.257608169952,97938.16864249622,5038.586340813515,1787596.4573250355,0.09976307219160867,0.0029010117907457165,123.046875,-154.65105,4178.802,97.93247,573.20795,-10.347631,278.10025,39.127403,129.94168,-11.209807,116.209274,24.103395,128.01373,-11.851628,74.14979,24.192099,84.575134,-13.451448,67.581245,20.55775,68.80917,-8.3087,62.357204,5.8849826,63.881996,-9.684563,70.73232,3.9379559,44.460075,-8.818462,46.144386,3.3022313,43.245407,-0.3054858,62.860863,7.588761,65.56064,0.6538663,64.57523,0.80032045,70.42904,disco
0.45011917,0.079885066,0.16993791,0.0046382463,3167.957019564375,670882.4103402261,3047.7515849638935,80129.50216776243,6935.539964290893,1698825.1133826193,0.15077543443058777,0.0059440167185475816,135.99917763157896,-40.752613,2001.5311,63.94863,436.34833,4.9002733,218.24033,16.338194,247.35696,12.109656,199.67897,9.335104,92.55707,4.537441,90.72023,5.185624,63.811558,-0.59027493,58.546925,-0.085546434,68.905975,2.94747,51.344444,-1.4827536,40.647057,-1.7634144,38.33026,-2.2719662,31.324736,-6.1210017,45.310555,-4.7260447,33.427406,-4.7457147,31.178467,-5.7655835,25.345272,-4.028948,25.122086,-5.3626695,24.810057,disco
0.43490425,0.07937897,0.11445442,0.0016624331,1974.5076875640784,351058.0597904617,2089.6314581068095,180506.7955235535,4249.843262851653,1961304.1011155734,0.09297320608565351,0.001697839103425914,129.19921875,-121.1838,3522.9165,116.97426,679.7543,-22.78105,458.425,45.153744,141.53424,-4.218045,120.54065,30.24878,94.71086,-12.239501,84.92413,21.706038,63.800743,-16.536747,78.44879,16.226423,48.9614,-10.650368,68.286446,7.3293166,43.760498,-9.34128,49.00476,5.781569,53.536713,-8.4193735,43.763496,2.747461,41.146393,-8.090049,36.75196,0.36670184,43.388584,-3.2368221,56.369453,3.5789423,61.412624,disco
0.42271745,0.08609767,0.18085705,0.0073339855,2577.2077255010486,847922.5900682402,2387.481422375904,217500.11499716257,5419.988829575116,2700984.1098038796,0.1381975662219644,0.006007298136388428,123.046875,-63.611023,4318.736,94.46296,1114.2415,-13.432528,375.9335,32.754234,208.7012,-13.734656,341.4947,26.77005,170.80232,-19.403435,222.4736,24.649286,101.64957,-11.669471,124.23845,13.728638,107.14988,-9.449255,86.65583,8.831939,68.188675,-4.98481,70.17248,9.21643,61.803825,-3.4693584,47.743614,1.4884913,50.64695,-8.880948,51.50568,0.2538565,37.926014,-5.4497623,45.665516,-1.1289418,54.627205,disco
0.37060228,0.086768106,0.11308772,0.0018865889,3353.4041593917245,561867.1128994043,2986.922593222054,111692.71521048385,7042.789638014791,1765124.6636182389,0.16820212804524362,0.005637270045632598,123.046875,-77.44353,1785.0483,52.192024,473.82178,-9.003063,484.79636,12.85945,299.05164,8.564754,166.1411,2.8909402,222.47418,8.930611,154.6007,4.0074058,98.47463,-7.3485837,90.14674,-2.2597075,92.54636,0.95998895,66.93355,-1.0451938,74.71702,-3.765717,61.86126,-3.5298455,55.814976,-2.4318633,71.087746,-4.8853707,105.56383,-1.8551201,99.66423,-4.171834,111.85106,-1.659708,67.35029,3.5143955,81.64563,disco
0.4740417,0.07753221,0.19189338,0.0021157393,2848.3952424437216,148628.53903803384,2490.639855374388,79177.3694180816,5506.662886546549,831315.6352638501,0.16364521401295437,0.0013395603488824531,123.046875,-14.574817,955.94855,65.19933,292.40375,-19.888515,338.13284,31.502684,227.9855,-4.814699,139.45724,11.865562,84.122955,9.996404,123.5236,5.9602337,68.62095,-3.8007708,61.87563,9.38057,72.25582,-4.387615,62.336746,3.3392262,62.512543,-4.445434,48.178932,-1.2698745,35.135254,-0.8342525,41.67599,-2.1974072,35.423,-4.739514,38.406403,-2.6204548,45.361065,-7.4701676,52.608868,0.2305462,43.67747,disco
0.42920202,0.08308239,0.110883966,0.0012756679,2690.503166360276,218732.89454856337,2480.3830352893297,50979.38004312191,5775.486525250145,618245.6388478632,0.12989565206883216,0.0018727491932614393,135.99917763157896,-91.7385,1476.0573,86.314156,263.65887,-17.3545,263.55936,43.086975,114.41413,-18.393627,107.414566,34.048004,63.570423,-18.388494,82.41416,26.830929,57.004044,-13.561455,66.60002,20.20347,68.05397,-14.606949,59.591557,12.665814,52.996956,-12.592617,51.874348,6.198493,43.024895,-10.431799,39.368076,7.356471,36.97824,-8.052274,44.627796,7.110288,52.7226,-2.4439125,52.218678,-0.110925004,46.84413,disco
0.4507588,0.08072023,0.16955869,0.0039048423,2492.5900126194274,487311.11539399717,2277.528939585275,111931.5481815901,5114.010839617169,1506842.077398244,0.13856991371809746,0.003986294772857221,135.99917763157896,-57.611416,3754.708,96.703575,646.1783,-24.457254,497.2994,39.99736,211.68718,-17.280684,161.61862,27.833838,96.37777,-13.284011,139.0055,23.197868,81.76052,-16.52066,65.72985,19.428204,71.69417,-15.479723,72.00665,11.827777,72.11133,-10.570341,76.14801,8.373797,65.6649,-9.371649,79.901764,6.538894,59.27479,-3.6863403,60.265793,0.34303826,66.33023,-4.3984547,62.205948,1.5675144,77.63211,disco
